LearningStyle_Cluster,Performance_Cluster,Affective_Cluster,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningPerformance_Cluster,LearningStyle,Motivation,OnlineCourses,Resources,StressLevel,StudyHours
0,2,0,26,83,63,1,1,68,1,2,0,0,2,3,1,5,1,2,20
2,2,0,27,99,63,1,1,60,0,2,0,1,2,0,0,12,0,2,20
2,2,0,21,98,63,0,0,50,0,3,0,1,2,0,0,19,0,0,20
1,2,0,26,83,63,1,1,68,0,2,0,1,2,3,0,5,0,2,20
3,2,0,27,99,63,1,1,60,1,2,0,1,2,0,0,12,1,2,20
3,2,0,21,98,63,0,0,50,1,3,0,1,2,0,0,19,1,0,20
0,2,0,26,83,63,1,1,68,1,2,0,1,2,3,0,5,1,2,20
2,2,1,25,87,98,0,1,64,1,2,0,1,2,2,0,17,2,1,15
1,0,1,18,58,98,0,1,67,1,2,0,1,0,2,0,9,2,2,15
2,2,1,25,87,98,0,1,64,0,2,0,0,2,2,0,17,0,1,15
2,0,1,18,58,98,0,1,67,0,2,0,0,0,2,0,9,0,2,15
2,2,1,25,87,98,0,1,64,0,2,0,1,2,2,1,17,2,1,15
1,0,1,18,58,98,0,1,67,0,2,0,1,0,2,1,9,2,2,15
3,2,1,25,87,98,0,1,64,1,2,0,1,2,2,1,17,1,1,15
0,0,1,18,58,98,0,1,67,1,2,0,1,0,2,1,9,1,2,15
3,2,1,25,87,98,0,1,64,1,2,0,1,2,2,2,17,1,1,15
0,0,1,18,58,98,0,1,67,1,2,0,1,0,2,2,9,1,2,15
2,2,1,25,87,98,0,1,64,1,2,0,1,2,2,1,17,2,1,15
1,0,1,18,58,98,0,1,67,1,2,0,1,0,2,1,9,2,2,15
2,2,0,23,99,75,0,1,60,0,2,1,1,2,2,0,14,1,2,22
0,3,0,18,93,75,1,0,84,0,1,1,1,3,0,0,0,1,0,22
3,2,0,23,99,75,0,1,60,1,2,1,1,2,2,0,14,2,2,22
0,3,0,18,93,75,1,0,84,1,1,1,1,3,0,0,0,2,0,22
2,2,0,23,99,75,0,1,60,1,2,1,1,2,2,0,14,0,2,22
0,3,0,18,93,75,1,0,84,1,1,1,1,3,0,0,0,0,0,22
2,2,0,23,99,75,0,1,60,0,2,1,1,2,2,0,14,1,2,22
0,3,0,18,93,75,1,0,84,0,1,1,1,3,0,0,0,1,0,22
3,2,0,23,99,75,0,1,60,1,2,1,1,2,2,0,14,2,2,22
0,3,0,18,93,75,1,0,84,1,1,1,1,3,0,0,0,2,0,22
3,2,0,23,99,75,0,1,60,1,2,1,1,2,2,0,14,1,2,22
0,3,0,18,93,75,1,0,84,1,1,1,1,3,0,0,0,1,0,22
3,2,0,23,99,75,0,1,60,1,2,1,1,2,2,2,14,1,2,22
0,3,2,18,93,75,1,0,84,1,1,1,1,3,0,2,0,1,0,22
2,2,0,23,99,75,0,1,60,0,2,1,1,2,2,0,14,2,2,22
1,3,0,18,93,75,1,0,84,0,1,1,1,3,0,0,0,2,0,22
0,0,1,22,55,90,1,0,43,1,3,1,1,0,3,0,7,0,2,15
3,3,1,28,81,90,1,1,96,1,0,1,1,3,0,0,20,0,2,15
0,0,1,22,55,90,1,0,43,0,3,1,1,0,3,1,7,1,2,15
3,3,1,28,81,90,1,1,96,0,0,1,1,3,0,1,20,1,2,15
3,3,1,24,85,84,1,0,94,1,0,0,1,3,1,2,18,0,2,17
3,2,1,27,84,84,1,0,68,1,2,0,1,2,3,2,10,0,2,17
2,2,1,18,88,84,0,1,65,1,2,0,1,2,0,2,20,0,0,17
3,1,1,22,54,84,1,1,90,1,0,0,1,1,2,2,18,0,2,17
2,2,2,22,77,84,0,1,49,1,3,0,1,2,3,2,11,0,1,17
3,3,0,24,85,84,1,0,94,1,0,0,1,3,1,0,18,1,2,17
3,2,0,27,84,84,1,0,68,1,2,0,1,2,3,0,10,1,2,17
3,2,0,18,88,84,0,1,65,1,2,0,1,2,0,0,20,1,0,17
3,1,0,22,54,84,1,1,90,1,0,0,1,1,2,0,18,1,2,17
3,2,2,22,77,84,0,1,49,1,3,0,1,2,3,0,11,1,1,17
2,3,1,24,85,84,1,0,94,0,0,0,1,3,1,1,18,2,2,17
1,2,1,27,84,84,1,0,68,0,2,0,1,2,3,1,10,2,2,17
2,2,1,18,88,84,0,1,65,0,2,0,1,2,0,1,20,2,0,17
2,1,1,22,54,84,1,1,90,0,0,0,1,1,2,1,18,2,2,17
1,2,2,22,77,84,0,1,49,0,3,0,1,2,3,1,11,2,1,17
3,3,1,24,85,84,1,0,94,1,0,0,1,3,1,1,18,2,2,17
3,2,1,27,84,84,1,0,68,1,2,0,1,2,3,1,10,2,2,17
2,2,1,18,88,84,0,1,65,1,2,0,1,2,0,1,20,2,0,17
3,1,1,22,54,84,1,1,90,1,0,0,1,1,2,1,18,2,2,17
1,2,2,22,77,84,0,1,49,1,3,0,1,2,3,1,11,2,1,17
3,1,1,18,69,85,1,1,70,0,1,0,1,1,2,2,16,2,2,25
1,2,1,21,96,85,0,1,50,0,3,0,1,2,0,2,3,2,2,25
1,3,2,24,78,85,1,1,76,0,1,0,1,3,0,2,4,2,1,25
3,1,0,18,69,85,1,1,70,0,1,0,1,1,2,0,16,1,2,25
1,2,0,21,96,85,0,1,50,0,3,0,1,2,0,0,3,1,2,25
0,3,2,24,78,85,1,1,76,0,1,0,1,3,0,0,4,1,1,25
3,1,0,18,69,85,1,1,70,0,1,0,1,1,2,0,16,1,2,25
1,2,0,21,96,85,0,1,50,0,3,0,1,2,0,0,3,1,2,25
0,3,2,24,78,85,1,1,76,0,1,0,1,3,0,0,4,1,1,25
3,1,1,18,69,85,1,1,70,1,1,0,1,1,2,1,16,1,2,25
0,2,1,21,96,85,0,1,50,1,3,0,1,2,0,1,3,1,2,25
0,3,2,24,78,85,1,1,76,1,1,0,1,3,0,1,4,1,1,25
3,1,1,18,69,85,1,1,70,0,1,0,1,1,2,1,16,2,2,25
1,2,1,21,96,85,0,1,50,0,3,0,1,2,0,1,3,2,2,25
1,3,2,24,78,85,1,1,76,0,1,0,1,3,0,1,4,2,1,25
3,1,1,18,69,85,1,1,70,0,1,0,1,1,2,1,16,2,2,25
1,2,1,21,96,85,0,1,50,0,3,0,1,2,0,1,3,2,2,25
1,3,2,24,78,85,1,1,76,0,1,0,1,3,0,1,4,2,1,25
0,3,1,20,81,86,1,1,85,1,0,0,1,3,0,0,3,1,2,23
0,3,1,20,81,86,1,1,85,1,0,0,1,3,0,0,3,2,2,23
0,3,1,20,81,86,1,1,85,1,0,0,1,3,0,1,3,2,2,23
0,3,1,20,81,86,1,1,85,0,0,0,1,3,0,0,3,1,2,23
0,3,1,20,81,86,1,1,85,1,0,0,1,3,0,2,3,1,2,23
1,3,1,20,81,86,1,1,85,0,0,0,1,3,0,0,3,2,2,23
0,0,0,19,58,85,1,1,56,0,2,1,1,0,1,0,4,1,0,14
1,2,0,23,88,85,0,1,65,0,2,1,1,2,0,0,4,1,2,14
1,1,0,19,73,85,0,1,87,0,0,1,1,1,3,0,6,1,2,14
0,0,0,19,58,85,1,1,56,1,2,1,1,0,1,0,4,1,0,14
0,2,0,23,88,85,0,1,65,1,2,1,1,2,0,0,4,1,2,14
0,1,0,19,73,85,0,1,87,1,0,1,1,1,3,0,6,1,2,14
0,0,1,19,58,85,1,1,56,1,2,1,1,0,1,1,4,2,0,14
1,2,1,23,88,85,0,1,65,1,2,1,1,2,0,1,4,2,2,14
1,1,1,19,73,85,0,1,87,1,0,1,1,1,3,1,6,2,2,14
0,0,1,19,58,85,1,1,56,1,2,1,1,0,1,1,4,0,0,14
0,2,1,23,88,85,0,1,65,1,2,1,1,2,0,1,4,0,2,14
1,1,1,19,73,85,0,1,87,1,0,1,1,1,3,1,6,0,2,14
0,0,1,19,58,85,1,1,56,0,2,1,1,0,1,1,4,1,0,14
1,2,1,23,88,85,0,1,65,0,2,1,1,2,0,1,4,1,2,14
1,1,1,19,73,85,0,1,87,0,0,1,1,1,3,1,6,1,2,14
0,2,1,25,78,82,1,1,46,0,3,1,1,2,0,1,8,1,2,21
0,3,2,19,80,82,1,1,91,0,0,1,1,3,1,1,8,1,0,21
0,2,1,25,78,82,1,1,46,1,3,1,1,2,0,2,8,0,2,21
0,3,2,19,80,82,1,1,91,1,0,1,1,3,1,2,8,0,0,21
0,2,0,25,78,82,1,1,46,1,3,1,1,2,0,0,8,2,2,21
0,3,0,19,80,82,1,1,91,1,0,1,1,3,1,0,8,2,0,21
1,2,1,25,78,82,1,1,46,0,3,1,1,2,0,1,8,2,2,21
1,3,2,19,80,82,1,1,91,0,0,1,1,3,1,1,8,2,0,21
1,2,1,25,78,82,1,1,46,0,3,1,1,2,0,2,8,2,2,21
1,3,2,19,80,82,1,1,91,0,0,1,1,3,1,2,8,2,0,21
3,3,1,19,99,99,0,1,97,1,0,1,1,3,3,2,11,1,2,25
0,2,1,18,80,99,0,0,48,1,3,1,1,2,1,2,4,1,1,25
2,3,1,19,99,99,0,1,97,0,0,1,0,3,3,1,11,1,2,25
1,2,1,18,80,99,0,0,48,0,3,1,0,2,1,1,4,1,1,25
2,3,1,19,99,99,0,1,97,0,0,1,1,3,3,1,11,1,2,25
1,2,1,18,80,99,0,0,48,0,3,1,1,2,1,1,4,1,1,25
2,3,1,19,99,99,0,1,97,0,0,1,1,3,3,1,11,1,2,25
1,2,1,18,80,99,0,0,48,0,3,1,1,2,1,1,4,1,1,25
1,3,1,19,99,99,0,1,97,0,0,1,1,3,3,1,11,2,2,25
1,2,1,18,80,99,0,0,48,0,3,1,1,2,1,1,4,2,1,25
1,3,1,19,99,99,0,1,97,0,0,1,1,3,3,2,11,2,2,25
1,2,1,18,80,99,0,0,48,0,3,1,1,2,1,2,4,2,1,25
3,3,1,19,99,99,0,1,97,1,0,1,1,3,3,1,11,1,2,25
0,2,1,18,80,99,0,0,48,1,3,1,1,2,1,1,4,1,1,25
3,0,1,20,70,89,1,0,58,1,2,1,1,0,2,0,17,0,0,10
2,2,1,27,82,89,0,1,57,1,2,1,1,2,3,0,20,0,0,10
3,1,1,21,62,89,1,1,94,1,0,1,1,1,3,0,13,0,0,10
3,0,1,20,70,89,1,0,58,1,2,1,1,0,2,1,17,1,0,10
3,2,1,27,82,89,0,1,57,1,2,1,1,2,3,1,20,1,0,10
3,1,1,21,62,89,1,1,94,1,0,1,1,1,3,1,13,1,0,10
0,2,1,23,91,95,0,1,59,1,2,0,1,2,1,0,1,0,2,16
2,1,1,29,66,95,0,0,89,1,0,0,1,1,2,0,18,0,1,16
1,2,1,23,91,95,0,1,59,0,2,0,1,2,1,0,1,0,2,16
2,1,1,29,66,95,0,0,89,0,0,0,1,1,2,0,18,0,1,16
0,2,1,23,91,95,0,1,59,1,2,0,1,2,1,2,1,1,2,16
3,1,1,29,66,95,0,0,89,1,0,0,1,1,2,2,18,1,1,16
1,2,1,23,91,95,0,1,59,0,2,0,0,2,1,0,1,0,2,16
2,1,1,29,66,95,0,0,89,0,0,0,0,1,2,0,18,0,1,16
1,2,1,23,91,95,0,1,59,0,2,0,1,2,1,1,1,0,2,16
2,1,1,29,66,95,0,0,89,0,0,0,1,1,2,1,18,0,1,16
0,1,0,18,69,69,1,1,80,1,1,1,1,1,3,1,7,2,2,23
0,1,0,18,69,69,1,1,80,1,1,1,1,1,3,1,7,1,2,23
0,1,0,18,69,69,1,1,80,1,1,1,1,1,3,2,7,0,2,23
0,1,0,18,69,69,1,1,80,1,1,1,0,1,3,0,7,0,2,23
0,1,0,18,69,69,1,1,80,1,1,1,1,1,3,1,7,2,2,23
2,3,0,28,93,63,1,1,78,0,1,0,1,3,2,0,12,0,1,15
1,0,2,23,69,79,0,1,53,0,3,1,1,0,1,2,0,0,1,9
2,2,2,19,91,79,1,1,58,0,2,1,1,2,1,2,10,0,1,9
2,2,2,24,81,79,0,1,66,0,2,1,1,2,1,2,10,0,1,9
0,1,1,23,64,81,0,0,82,1,1,0,0,1,1,1,4,1,2,10
3,3,1,21,90,81,1,1,94,1,0,0,0,3,1,1,20,1,2,10
0,0,2,27,52,81,1,1,50,1,3,0,0,0,3,1,1,1,0,10
3,2,2,29,93,81,0,0,61,1,2,0,0,2,1,1,20,1,1,10
1,1,1,23,64,81,0,0,82,1,1,0,1,1,1,1,4,2,2,10
3,3,1,21,90,81,1,1,94,1,0,0,1,3,1,1,20,2,2,10
0,0,2,27,52,81,1,1,50,1,3,0,1,0,3,1,1,2,0,10
2,2,2,29,93,81,0,0,61,1,2,0,1,2,1,1,20,2,1,10
1,0,1,19,65,93,0,0,54,1,3,1,1,0,1,1,0,2,2,20
0,1,1,23,55,93,1,1,99,1,0,1,1,1,1,1,5,2,0,20
3,0,1,23,65,93,1,0,56,1,2,1,1,0,2,1,14,2,2,20
0,0,1,23,51,93,1,1,47,1,3,1,1,0,3,1,8,2,1,20
0,0,1,19,65,93,0,0,54,1,3,1,1,0,1,0,0,1,2,20
0,1,1,23,55,93,1,1,99,1,0,1,1,1,1,0,5,1,0,20
3,0,1,23,65,93,1,0,56,1,2,1,1,0,2,0,14,1,2,20
0,0,1,23,51,93,1,1,47,1,3,1,1,0,3,0,8,1,1,20
0,0,1,19,65,93,0,0,54,1,3,1,1,0,1,1,0,0,2,20
0,1,1,23,55,93,1,1,99,1,0,1,1,1,1,1,5,0,0,20
3,0,1,23,65,93,1,0,56,1,2,1,1,0,2,1,14,0,2,20
0,0,1,23,51,93,1,1,47,1,3,1,1,0,3,1,8,0,1,20
0,0,1,19,65,93,0,0,54,1,3,1,1,0,1,1,0,1,2,20
0,1,1,23,55,93,1,1,99,1,0,1,1,1,1,1,5,1,0,20
3,0,1,23,65,93,1,0,56,1,2,1,1,0,2,1,14,1,2,20
0,0,1,23,51,93,1,1,47,1,3,1,1,0,3,1,8,1,1,20
0,0,1,19,65,93,0,0,54,1,3,1,1,0,1,0,0,1,2,20
0,1,1,23,55,93,1,1,99,1,0,1,1,1,1,0,5,1,0,20
3,0,1,23,65,93,1,0,56,1,2,1,1,0,2,0,14,1,2,20
0,0,1,23,51,93,1,1,47,1,3,1,1,0,3,0,8,1,1,20
0,0,1,19,65,93,0,0,54,1,3,1,1,0,1,1,0,1,2,20
0,1,1,23,55,93,1,1,99,1,0,1,1,1,1,1,5,1,0,20
3,0,1,23,65,93,1,0,56,1,2,1,1,0,2,1,14,1,2,20
0,0,1,23,51,93,1,1,47,1,3,1,1,0,3,1,8,1,1,20
1,0,1,19,65,93,0,0,54,0,3,1,1,0,1,1,0,2,2,20
1,1,1,23,55,93,1,1,99,0,0,1,1,1,1,1,5,2,0,20
3,0,1,23,65,93,1,0,56,0,2,1,1,0,2,1,14,2,2,20
1,0,1,23,51,93,1,1,47,0,3,1,1,0,3,1,8,2,1,20
1,0,1,19,65,93,0,0,54,0,3,1,1,0,1,2,0,1,2,20
0,1,1,23,55,93,1,1,99,0,0,1,1,1,1,2,5,1,0,20
3,0,1,23,65,93,1,0,56,0,2,1,1,0,2,2,14,1,2,20
0,0,1,23,51,93,1,1,47,0,3,1,1,0,3,2,8,1,1,20
1,0,1,19,65,93,0,0,54,0,3,1,1,0,1,1,0,0,2,20
1,1,1,23,55,93,1,1,99,0,0,1,1,1,1,1,5,0,0,20
2,0,1,23,65,93,1,0,56,0,2,1,1,0,2,1,14,0,2,20
1,0,1,23,51,93,1,1,47,0,3,1,1,0,3,1,8,0,1,20
3,2,0,19,95,78,1,0,60,1,2,1,1,2,3,0,13,1,2,22
0,1,2,27,58,78,1,1,73,1,1,1,1,1,3,0,9,1,1,22
3,2,0,22,87,78,0,0,65,1,2,1,1,2,3,0,10,1,0,22
3,2,1,19,95,78,1,0,60,1,2,1,1,2,3,1,13,2,2,22
0,1,2,27,58,78,1,1,73,1,1,1,1,1,3,1,9,2,1,22
1,2,2,22,87,78,0,0,65,1,2,1,1,2,3,1,10,2,0,22
3,2,1,19,95,78,1,0,60,0,2,1,1,2,3,1,13,1,2,22
0,1,2,27,58,78,1,1,73,0,1,1,1,1,3,1,9,1,1,22
1,2,2,22,87,78,0,0,65,0,2,1,1,2,3,1,10,1,0,22
3,2,1,19,95,78,1,0,60,1,2,1,1,2,3,1,13,1,2,22
0,1,2,27,58,78,1,1,73,1,1,1,1,1,3,1,9,1,1,22
3,2,2,22,87,78,0,0,65,1,2,1,1,2,3,1,10,1,0,22
3,2,0,19,95,78,1,0,60,0,2,1,1,2,3,0,13,2,2,22
1,1,2,27,58,78,1,1,73,0,1,1,1,1,3,0,9,2,1,22
1,2,0,22,87,78,0,0,65,0,2,1,1,2,3,0,10,2,0,22
3,2,0,19,95,78,1,0,60,1,2,1,1,2,3,0,13,2,2,22
0,1,2,27,58,78,1,1,73,1,1,1,1,1,3,0,9,2,1,22
1,2,0,22,87,78,0,0,65,1,2,1,1,2,3,0,10,2,0,22
3,2,1,19,95,78,1,0,60,1,2,1,1,2,3,1,13,1,2,22
0,1,2,27,58,78,1,1,73,1,1,1,1,1,3,1,9,1,1,22
3,2,2,22,87,78,0,0,65,1,2,1,1,2,3,1,10,1,0,22
2,2,0,19,95,78,1,0,60,0,2,1,1,2,3,2,13,0,2,22
2,1,2,27,58,78,1,1,73,0,1,1,1,1,3,2,9,0,1,22
2,2,2,22,87,78,0,0,65,0,2,1,1,2,3,2,10,0,0,22
2,0,1,25,64,81,0,1,43,0,3,0,1,0,0,1,20,0,2,24
2,3,2,20,97,81,1,0,83,0,1,0,1,3,2,1,13,0,1,24
2,2,2,27,97,62,0,1,51,0,3,1,1,2,1,2,13,0,1,10
0,0,0,20,60,62,1,1,68,0,2,1,1,0,1,2,0,0,2,10
2,3,2,20,95,62,1,0,83,0,1,1,1,3,2,2,15,0,1,10
2,2,2,24,98,62,0,0,65,0,2,1,1,2,1,2,10,0,1,10
2,2,0,23,79,62,0,1,59,0,2,1,1,2,2,2,14,0,2,10
2,2,2,27,97,62,0,1,51,0,3,1,1,2,1,2,13,1,1,10
0,0,0,20,60,62,1,1,68,0,2,1,1,0,1,2,0,1,2,10
3,3,2,20,95,62,1,0,83,0,1,1,1,3,2,2,15,1,1,10
1,2,2,24,98,62,0,0,65,0,2,1,1,2,1,2,10,1,1,10
2,2,0,23,79,62,0,1,59,0,2,1,1,2,2,2,14,1,2,10
2,2,2,27,97,62,0,1,51,0,3,1,1,2,1,1,13,2,1,10
1,0,0,20,60,62,1,1,68,0,2,1,1,0,1,1,0,2,2,10
2,3,2,20,95,62,1,0,83,0,1,1,1,3,2,1,15,2,1,10
1,2,2,24,98,62,0,0,65,0,2,1,1,2,1,1,10,2,1,10
2,2,0,23,79,62,0,1,59,0,2,1,1,2,2,1,14,2,2,10
3,0,2,25,52,85,1,1,53,0,3,1,1,0,1,2,20,1,1,20
1,2,1,28,98,85,0,1,67,0,2,1,1,2,2,2,1,1,2,20
0,1,1,28,50,85,1,1,75,0,1,1,1,1,3,2,5,1,2,20
1,3,2,20,97,85,0,1,81,0,1,1,1,3,2,2,7,1,1,20
0,0,2,22,54,85,1,1,41,0,3,1,1,0,3,2,5,1,1,20
3,0,2,25,52,85,1,1,53,1,3,1,1,0,1,0,20,1,1,20
0,2,0,28,98,85,0,1,67,1,2,1,1,2,2,0,1,1,2,20
0,1,0,28,50,85,1,1,75,1,1,1,1,1,3,0,5,1,2,20
0,3,2,20,97,85,0,1,81,1,1,1,1,3,2,0,7,1,1,20
0,0,2,22,54,85,1,1,41,1,3,1,1,0,3,0,5,1,1,20
3,0,2,25,52,85,1,1,53,1,3,1,1,0,1,0,20,1,1,20
0,2,0,28,98,85,0,1,67,1,2,1,1,2,2,0,1,1,2,20
0,1,0,28,50,85,1,1,75,1,1,1,1,1,3,0,5,1,2,20
0,3,2,20,97,85,0,1,81,1,1,1,1,3,2,0,7,1,1,20
0,0,2,22,54,85,1,1,41,1,3,1,1,0,3,0,5,1,1,20
2,0,2,25,52,85,1,1,53,0,3,1,1,0,1,0,20,0,1,20
1,2,0,28,98,85,0,1,67,0,2,1,1,2,2,0,1,0,2,20
1,1,0,28,50,85,1,1,75,0,1,1,1,1,3,0,5,0,2,20
1,3,2,20,97,85,0,1,81,0,1,1,1,3,2,0,7,0,1,20
1,0,2,22,54,85,1,1,41,0,3,1,1,0,3,0,5,0,1,20
3,0,2,25,52,85,1,1,53,1,3,1,1,0,1,1,20,0,1,20
0,2,1,28,98,85,0,1,67,1,2,1,1,2,2,1,1,0,2,20
0,1,1,28,50,85,1,1,75,1,1,1,1,1,3,1,5,0,2,20
1,3,2,20,97,85,0,1,81,1,1,1,1,3,2,1,7,0,1,20
0,0,2,22,54,85,1,1,41,1,3,1,1,0,3,1,5,0,1,20
3,0,2,25,52,85,1,1,53,0,3,1,1,0,1,0,20,1,1,20
1,2,0,28,98,85,0,1,67,0,2,1,1,2,2,0,1,1,2,20
0,1,0,28,50,85,1,1,75,0,1,1,1,1,3,0,5,1,2,20
1,3,2,20,97,85,0,1,81,0,1,1,1,3,2,0,7,1,1,20
0,0,2,22,54,85,1,1,41,0,3,1,1,0,3,0,5,1,1,20
0,2,1,23,99,93,0,1,53,1,3,1,1,2,3,2,1,0,2,13
0,3,1,23,94,93,1,1,75,1,1,1,1,3,3,2,9,0,0,13
0,1,1,23,58,93,1,1,96,1,0,1,1,1,3,2,4,0,2,13
3,2,1,29,89,93,1,0,41,1,3,1,1,2,1,2,15,0,1,13
1,2,1,23,99,93,0,1,53,1,3,1,1,2,3,1,1,2,2,13
0,3,1,23,94,93,1,1,75,1,1,1,1,3,3,1,9,2,0,13
0,1,1,23,58,93,1,1,96,1,0,1,1,1,3,1,4,2,2,13
3,2,1,29,89,93,1,0,41,1,3,1,1,2,1,1,15,2,1,13
1,2,1,23,99,93,0,1,53,0,3,1,1,2,3,0,1,2,2,13
1,3,1,23,94,93,1,1,75,0,1,1,1,3,3,0,9,2,0,13
1,1,1,23,58,93,1,1,96,0,0,1,1,1,3,0,4,2,2,13
2,2,1,29,89,93,1,0,41,0,3,1,1,2,1,0,15,2,1,13
3,2,2,21,83,84,1,1,66,1,2,0,1,2,2,2,15,2,1,20
3,2,2,21,83,84,1,1,66,1,2,0,1,2,2,1,15,2,1,20
2,2,2,21,83,84,1,1,66,0,2,0,1,2,2,1,15,0,1,20
2,2,2,21,83,84,1,1,66,0,2,0,1,2,2,0,15,0,1,20
2,1,0,26,59,84,0,1,95,0,0,1,1,1,1,0,15,2,2,15
1,3,0,19,82,84,1,0,79,0,1,1,1,3,0,0,4,2,2,15
1,0,2,26,74,84,0,0,65,0,2,1,1,0,2,0,10,2,1,15
1,0,2,22,54,84,1,1,69,0,2,1,1,0,1,0,12,2,1,15
2,1,1,26,59,84,0,1,95,0,0,1,1,1,1,1,15,1,2,15
0,3,1,19,82,84,1,0,79,0,1,1,1,3,0,1,4,1,2,15
1,0,2,26,74,84,0,0,65,0,2,1,1,0,2,1,10,1,1,15
3,0,2,22,54,84,1,1,69,0,2,1,1,0,1,1,12,1,1,15
2,1,1,26,59,84,0,1,95,1,0,1,1,1,1,1,15,0,2,15
0,3,1,19,82,84,1,0,79,1,1,1,1,3,0,1,4,0,2,15
2,0,2,26,74,84,0,0,65,1,2,1,1,0,2,1,10,0,1,15
3,0,2,22,54,84,1,1,69,1,2,1,1,0,1,1,12,0,1,15
3,2,0,25,78,67,1,1,56,1,2,1,1,2,3,0,17,0,2,18
2,3,0,19,76,67,0,1,100,1,0,1,1,3,0,0,12,0,2,18
3,2,0,25,78,67,1,1,56,1,2,1,1,2,3,1,17,2,2,18
1,3,0,19,76,67,0,1,100,1,0,1,1,3,0,1,12,2,2,18
3,2,0,25,78,67,1,1,56,1,2,1,1,2,3,1,17,2,2,18
1,3,0,19,76,67,0,1,100,1,0,1,1,3,0,1,12,2,2,18
2,2,0,25,78,67,1,1,56,0,2,1,1,2,3,0,17,0,2,18
2,3,0,19,76,67,0,1,100,0,0,1,1,3,0,0,12,0,2,18
3,2,0,25,78,67,1,1,56,0,2,1,1,2,3,2,17,1,2,18
2,3,0,19,76,67,0,1,100,0,0,1,1,3,0,2,12,1,2,18
3,2,0,25,78,67,1,1,56,1,2,1,1,2,3,2,17,1,2,18
3,3,0,19,76,67,0,1,100,1,0,1,1,3,0,2,12,1,2,18
2,2,1,27,81,99,1,1,43,0,3,1,1,2,1,1,16,2,1,17
2,3,1,27,99,99,1,1,74,0,1,1,1,3,2,1,16,2,2,17
3,2,1,27,81,99,1,1,43,0,3,1,0,2,1,0,16,1,1,17
3,3,1,27,99,99,1,1,74,0,1,1,0,3,2,0,16,1,2,17
3,2,1,27,81,99,1,1,43,0,3,1,1,2,1,0,16,1,1,17
3,3,1,27,99,99,1,1,74,0,1,1,1,3,2,0,16,1,2,17
3,2,1,27,81,99,1,1,43,1,3,1,1,2,1,1,16,1,1,17
3,3,1,27,99,99,1,1,74,1,1,1,1,3,2,1,16,1,2,17
3,2,1,27,81,99,1,1,43,0,3,1,1,2,1,0,16,1,1,17
3,3,1,27,99,99,1,1,74,0,1,1,1,3,2,0,16,1,2,17
2,1,0,25,66,69,0,0,77,0,1,1,1,1,2,1,15,0,2,13
2,3,2,19,91,69,1,1,75,0,1,1,1,3,3,1,15,0,0,13
2,0,0,25,62,69,0,1,55,0,2,1,1,0,1,1,17,0,2,13
2,1,0,25,66,69,0,0,77,0,1,1,1,1,2,0,15,2,2,13
2,3,0,19,91,69,1,1,75,0,1,1,1,3,3,0,15,2,0,13
2,0,0,25,62,69,0,1,55,0,2,1,1,0,1,0,17,2,2,13
2,1,0,25,66,69,0,0,77,0,1,1,1,1,2,1,15,0,2,13
2,3,2,19,91,69,1,1,75,0,1,1,1,3,3,1,15,0,0,13
2,0,0,25,62,69,0,1,55,0,2,1,1,0,1,1,17,0,2,13
2,1,0,25,66,69,0,0,77,0,1,1,1,1,2,1,15,0,2,13
2,3,2,19,91,69,1,1,75,0,1,1,1,3,3,1,15,0,0,13
2,0,0,25,62,69,0,1,55,0,2,1,1,0,1,1,17,0,2,13
0,1,2,27,70,67,0,1,93,1,0,0,1,1,2,1,5,1,0,23
1,1,0,27,70,67,0,1,93,0,0,0,1,1,2,2,5,1,0,23
1,1,2,27,70,67,0,1,93,1,0,0,1,1,2,1,5,2,0,23
1,1,0,27,70,67,0,1,93,1,0,0,1,1,2,0,5,2,0,23
1,1,2,27,70,67,0,1,93,0,0,0,1,1,2,1,5,0,0,23
0,0,1,23,69,87,1,1,59,1,2,1,1,0,0,2,9,2,0,29
3,0,1,20,74,84,1,1,65,1,2,1,1,0,2,2,17,1,2,5
3,0,0,20,74,84,1,1,65,1,2,1,0,0,2,0,17,1,2,5
3,0,1,21,72,96,1,0,54,1,3,0,0,0,2,0,20,0,0,19
3,0,1,20,62,96,1,1,65,1,2,0,0,0,0,0,12,0,1,19
0,1,1,24,66,96,0,0,72,1,1,0,0,1,0,0,1,0,2,19
0,3,1,29,98,96,1,1,73,1,1,0,0,3,2,0,4,0,1,19
3,0,1,21,72,96,1,0,54,0,3,0,1,0,2,2,20,1,0,19
3,0,1,20,62,96,1,1,65,0,2,0,1,0,0,2,12,1,1,19
1,1,1,24,66,96,0,0,72,0,1,0,1,1,0,2,1,1,2,19
0,3,1,29,98,96,1,1,73,0,1,0,1,3,2,2,4,1,1,19
3,0,1,21,72,96,1,0,54,1,3,0,1,0,2,2,20,1,0,19
3,0,1,20,62,96,1,1,65,1,2,0,1,0,0,2,12,1,1,19
0,1,1,24,66,96,0,0,72,1,1,0,1,1,0,2,1,1,2,19
0,3,1,29,98,96,1,1,73,1,1,0,1,3,2,2,4,1,1,19
3,2,0,27,83,76,1,1,54,1,3,1,1,2,0,0,20,2,2,19
1,1,2,21,72,76,0,1,90,1,0,1,1,1,2,0,11,2,1,19
